iter	Passed	Remaining
146	7991	19189
147	8043	19131
148	8096	19071
149	8149	19016
150	8198	18948
151	8249	18886
152	8303	18832
153	8358	18780
154	8412	18725
155	8466	18670
156	8520	18614
157	8572	18556
158	8633	18514
159	8680	18447
160	8738	18399
161	8795	18350
162	8846	18289
163	8898	18232
164	8964	18199
165	9015	18139
166	9070	18086
167	9120	18024
168	9170	17961
169	9226	17909
170	9277	17850
171	9328	17788
172	9378	17726
173	9433	17673
174	9494	17632
175	9551	17583
176	9606	17531
177	9662	17479
178	9725	17440
179	9784	17394
180	9840	17343
181	9897	17293
182	9948	17233
183	10002	17177
184	10054	17119
185	10110	17068
186	10168	17020
187	10223	16967
188	10280	16916
189	10334	16861
190	10393	16815
191	10446	16757
192	10504	16708
193	10555	16649
194	10613	16601
195	10667	16546
196	10717	16483
197	10763	16417
198	10809	16349
199	10855	16283
200	10917	16240
201	10971	16186
202	11023	16127
203	11082	16081
204	11132	16020
205	11180	15956
206	11231	15897
207	11281	15837
208	11330	15776
209	11384	15721
210	11440	15670
211	11505	15630
212	11560	15577
213	11615	15522
214	11674	15475
215	11724	15415
216	11777	15359
217	11836	15311
218	11886	15251
219	11935	15190
220	11995	15143
221	12044	15082
222	12094	15023
223	12144	14964
224	12195	14905
225	12246	14846
226	12297	14788
227	12360	14745
228	12420	14698
229	12474	14643
230	12523	14583
231	12572	14523
232	12621	14463
233	12666	14398
234	12719	14342
235	12769	14284
236	12820	14227
237	12870	14168
238	12919	14109
239	12971	14052
240	13021	13993
241	13069	13933
242	13118	13874
243	13169	13817
244	13216	13755
245	13268	13700
246	13315	13638
247	13365	13580
248	13411	13519
249	13458	13458
250	13505	13397
251	13554	13339
252	13606	13283
253	13660	13229
254	13703	13166
255	13753	13108
256	13804	13052
257	13851	12992
258	13902	12936
259	13951	12878
260	14005	12824
261	14053	12766
262	14111	12715
263	14158	12657
264	14209	12600
265	14258	12542
266	14310	12488
267	14360	12431
268	14408	12373
269	14454	12312
270	14501	12254
271	14562	12206
272	14615	12153
273	14673	12102
274	14728	12050
275	14780	11995
276	14827	11937
277	14876	11879
278	14922	11820
279	14969	11761
280	15015	11702
281	15065	11646
282	15114	11589
283	15161	11530
284	15208	11473
285	15254	11414
286	15305	11359
287	15359	11306
288	15417	11256
289	15460	11195
290	15511	11140
291	15562	11085
292	15619	11034
293	15664	10975
294	15712	10919
295	15762	10863
296	15809	10805
297	15862	10752
298	15919	10701
299	15961	10640
300	16007	10583
301	16053	10524
302	16101	10468
303	16151	10413
304	16202	10359
305	16255	10305
306	16303	10249
307	16355	10195
308	16411	10144
309	16460	10088
310	16513	10035
311	16565	9981
312	16621	9930
313	16671	9875
314	16720	9820
315	16769	9764
316	16819	9709
317	16871	9656
318	16930	9606
319	16984	9553
320	17033	9498
321	17083	9443
322	17131	9387
323	17188	9336
324	17238	9282
325	17287	9226
326	17342	9175
327	17394	9121
328	17446	9067
329	17493	9011
330	17542	8956
331	17600	8906
332	17652	8853
333	17707	8800
334	17760	8747
335	17807	8691
336	17855	8636
337	17903	8581
338	17948	8524
339	17995	8468
340	18056	8419
341	18111	8367
342	18170	8316
343	18233	8268
344	18288	8216
345	18335	8160
346	18386	8107
347	18438	8053
348	18494	8001
349	18547	7948
350	18595	7893
351	18646	7840
352	18701	7788
353	18747	7732
354	18795	7676
355	18843	7622
356	18892	7567
357	18937	7511
358	18989	7458
359	19035	7402
360	19092	7351
361	19141	7297
362	19187	7241
363	19235	7186
364	19285	7132
365	19341	7081
366	19387	7025
367	19452	6977
368	19507	6925
369	19561	6872
370	19612	6819
371	19669	6767
372	19728	6717
373	19776	6662
374	19827	6609
375	19875	6554
376	19930	6502
377	19981	6448
378	20025	6393
379	20076	6339
380	20123	6285
381	20169	6230
382	20217	6176
383	20265	6121
384	20322	6070
385	20371	6016
386	20418	5962
387	20461	5906
388	20512	5853
389	20560	5799
390	20611	5745
391	20662	5692
392	20710	5638
393	20763	5586
394	20810	5531
395	20858	5478
396	20902	5422
397	20951	5369
398	21004	5316
399	21053	5263
400	21107	5211
401	21166	5160
402	21219	5107
403	21266	5053
404	21324	5002
405	21373	4948
406	21422	4895
407	21464	4840
408	21524	4789
409	21570	4735
410	21623	4682
411	21677	4630
412	21742	4580
413	21788	4526
414	21845	4474
415	21892	4420
416	21946	4368
417	21998	4315
418	22048	4262
419	22099	4209
420	22147	4155
421	22195	4102
422	22242	4048
423	22296	3996
424	22343	3942
425	22392	3889
426	22447	3837
427	22496	3784
428	22541	3730
429	22587	3677
430	22634	3623
431	22678	3569
432	22727	3516
433	22774	3463
434	22827	3410
435	22875	3357
436	22924	3304
437	22972	3251
438	23027	3199
439	23077	3146
440	23125	3093
441	23174	3040
442	23227	2988
443	23285	2936
444	23335	2884
445	23378	2830
446	23423	2777
447	23473	2724
448	23523	2671
449	23576	2619
450	23636	2567
451	23681	2514
452	23734	2462
453	23786	2410
454	23836	2357
455	23883	2304
456	23931	2251
457	23980	2199
458	24026	2146
459	24078	2093
460	24125	2041
461	24170	1988
462	24218	1935
463	24262	1882
464	24305	1829
465	24352	1776
466	24397	1724
467	24461	1672
468	24530	1621
469	24586	1569
470	24638	1517
471	24696	1465
472	24757	1413
473	24804	1360
474	24852	1308
475	24898	1255
476	24950	1203
477	25003	1150
478	25056	1098
479	25108	1046
480	25162	993
481	25218	941
482	25265	889
483	25314	836
484	25364	784
485	25416	732
486	25467	679
487	25518	627
488	25572	575
489	25621	522
490	25667	470
491	25721	418
492	25764	365
493	25813	313
494	25862	261
495	25909	208
496	25961	156
497	26010	104
498	26059	52
499	26110	0
