iter	Logloss
0	0.6800205313
1	0.6675235568
2	0.6556864798
3	0.6444692713
4	0.6338471129
5	0.6245619399
6	0.6157334839
7	0.606564331
8	0.5985726594
9	0.5902349278
10	0.5830036482
11	0.5754515105
12	0.5689048633
13	0.562681189
14	0.5567638371
15	0.5511378531
16	0.5457907958
17	0.5407057503
18	0.5358711179
19	0.5312786007
20	0.5269083541
21	0.5227487101
22	0.5187925925
23	0.5154454238
24	0.5122495286
25	0.5091972414
26	0.5050731596
27	0.5018248967
28	0.4980705617
29	0.4951247657
30	0.492658441
31	0.489338419
32	0.4870870719
33	0.4840364405
34	0.4811409042
35	0.4788552055
36	0.4766780709
37	0.4748465669
38	0.4724823254
39	0.4705294611
40	0.4682694205
41	0.4663208127
42	0.4638618636
43	0.4616343435
44	0.4593481514
45	0.4571904037
46	0.4552204237
47	0.4532307023
48	0.4514215512
49	0.4495888818
50	0.4479385005
51	0.4462475862
52	0.4447236564
53	0.4434620658
54	0.4422552539
55	0.4408595144
56	0.439373235
57	0.4379527804
58	0.4366131807
59	0.4356073391
60	0.4344109862
61	0.4331570353
62	0.4319783069
63	0.4308238346
64	0.4299365705
65	0.4289448972
66	0.4281161107
67	0.42732167
68	0.4262931774
69	0.4254041704
70	0.4246761624
71	0.4237274524
72	0.4228768773
73	0.4219042517
74	0.4210442669
75	0.4202566487
76	0.4196244389
77	0.4186992287
78	0.417971306
79	0.4171066736
80	0.416420674
81	0.4157417223
82	0.415111684
83	0.4144293332
84	0.4138071249
85	0.4132901921
86	0.4126630885
87	0.4120950931
88	0.4115270888
89	0.4110440163
90	0.410580625
91	0.4100555736
92	0.4096170881
93	0.4089533358
94	0.4083192467
95	0.4078111917
96	0.40731387
97	0.4068828134
98	0.4064694415
99	0.4060221742
100	0.4055842407
101	0.4051429107
102	0.4047512021
103	0.4043755716
104	0.4039312256
105	0.4035722136
106	0.4031643463
107	0.4028247808
108	0.4024992338
109	0.4020032411
110	0.4016209138
111	0.4012867466
112	0.4008856858
113	0.4005018282
114	0.4001575213
115	0.3998561716
116	0.399478209
117	0.3991764726
118	0.3987572624
119	0.3984685286
120	0.3981241469
121	0.3978444423
122	0.3975383122
123	0.3972133827
124	0.3969505844
125	0.3966887251
126	0.3964334125
127	0.3961909636
128	0.3958622035
129	0.3956184108
130	0.3953816211
