iter	Passed	Remaining
902	18695	2008
903	18714	1987
904	18734	1966
905	18754	1945
906	18773	1925
907	18792	1904
908	18814	1883
909	18837	1863
910	18858	1842
911	18878	1821
912	18905	1801
913	18925	1780
914	18945	1759
915	18965	1739
916	18986	1718
917	19007	1697
918	19028	1677
919	19047	1656
920	19071	1635
921	19099	1615
922	19136	1596
923	19169	1576
924	19201	1556
925	19222	1536
926	19243	1515
927	19266	1494
928	19289	1474
929	19310	1453
930	19333	1432
931	19353	1412
932	19374	1391
933	19396	1370
934	19419	1350
935	19441	1329
936	19464	1308
937	19486	1288
938	19513	1267
939	19536	1247
940	19556	1226
941	19579	1205
942	19599	1184
943	19619	1163
944	19641	1143
945	19662	1122
946	19683	1101
947	19703	1080
948	19724	1059
949	19745	1039
950	19765	1018
951	19786	997
952	19806	976
953	19826	955
954	19845	935
955	19864	914
956	19884	893
957	19905	872
958	19925	851
959	19946	831
960	19966	810
961	19985	789
962	20004	768
963	20025	747
964	20046	727
965	20070	706
966	20089	685
967	20110	664
968	20131	644
969	20151	623
970	20170	602
971	20193	581
972	20214	560
973	20234	540
974	20254	519
975	20274	498
976	20295	477
977	20315	457
978	20337	436
979	20360	415
980	20383	394
981	20405	374
982	20427	353
983	20451	332
984	20477	311
985	20499	291
986	20521	270
987	20544	249
988	20566	228
989	20587	207
990	20608	187
991	20628	166
992	20647	145
993	20669	124
994	20690	103
995	20709	83
996	20731	62
997	20752	41
998	20772	20
999	20792	0
