iter	Passed	Remaining
1153	74746	54796
1154	74784	54712
1155	74807	54617
1156	74845	54532
1157	74880	54447
1158	74944	54381
1159	74999	54310
1160	75052	54236
1161	75128	54180
1162	75188	54112
1163	75242	54040
1164	75307	53975
1165	75373	53911
1166	75430	53842
1167	75495	53777
1168	75627	53760
1169	75703	53704
1170	75789	53654
1171	75838	53578
1172	75872	53492
1173	75925	53419
1174	75992	53356
1175	76050	53287
1176	76137	53237
1177	76198	53170
1178	76259	53103
1179	76310	53029
1180	76382	52970
1181	76456	52911
1182	76531	52853
1183	76594	52787
1184	76663	52726
1185	76726	52660
1186	76777	52586
1187	76839	52519
1188	76894	52448
1189	76960	52385
1190	77030	52323
1191	77119	52275
1192	77174	52204
1193	77271	52161
1194	77346	52103
1195	77410	52038
1196	77460	51964
1197	77533	51904
1198	77587	51833
1199	77650	51766
1200	77727	51710
1201	77796	51648
1202	77862	51584
1203	77938	51527
1204	78028	51479
1205	78069	51398
1206	78137	51336
1207	78190	51263
1208	78245	51192
1209	78308	51127
1210	78384	51069
1211	78433	50994
1212	78471	50912
1213	78540	50850
1214	78599	50782
1215	78655	50711
1216	78711	50641
1217	78798	50591
1218	78860	50525
1219	78888	50437
1220	78940	50364
1221	78991	50291
1222	79053	50224
1223	79124	50164
1224	79196	50104
1225	79247	50030
1226	79302	49959
1227	79353	49886
1228	79406	49814
1229	79490	49762
1230	79533	49684
1231	79600	49621
1232	79672	49561
1233	79738	49497
1234	79798	49429
1235	79870	49369
1236	79946	49312
1237	80031	49260
1238	80107	49202
1239	80191	49149
1240	80276	49097
1241	80342	49033
1242	80403	48966
1243	80475	48906
1244	80547	48846
1245	80592	48769
1246	80661	48707
1247	80732	48646
1248	80795	48580
1249	80865	48519
1250	80922	48449
1251	80980	48381
1252	81057	48324
1253	81139	48269
1254	81209	48207
1255	81292	48154
1256	81390	48109
1257	81479	48058
1258	81557	48001
1259	81594	47920
1260	81674	47864
1261	81744	47802
1262	81820	47744
1263	81878	47675
1264	81950	47615
1265	82008	47546
1266	82056	47472
1267	82104	47397
1268	82191	47345
1269	82250	47277
1270	82283	47195
1271	82323	47116
1272	82376	47044
1273	82417	46966
1274	82451	46884
1275	82486	46802
1276	82539	46731
1277	82592	46659
1278	82623	46576
1279	82684	46510
1280	82759	46451
1281	82829	46389
1282	82896	46326
1283	82971	46267
1284	83035	46202
1285	83118	46148
1286	83185	46084
1287	83233	46010
1288	83322	45959
1289	83387	45895
1290	83454	45832
1291	83533	45775
1292	83622	45723
1293	83673	45651
1294	83717	45575
1295	83758	45498
1296	83791	45416
1297	83852	45350
1298	83908	45281
1299	83945	45201
1300	83992	45127
1301	84037	45052
1302	84071	44971
1303	84121	44899
1304	84183	44833
1305	84238	44763
1306	84296	44696
1307	84373	44638
1308	84446	44578
1309	84520	44518
1310	84601	44462
1311	84667	44398
1312	84743	44340
1313	84823	44284
1314	84898	44224
1315	85000	44179
1316	85119	44143
1317	85170	44071
1318	85271	44025
1319	85317	43951
1320	85344	43867
1321	85417	43806
1322	85485	43744
1323	85556	43682
1324	85643	43629
1325	85729	43575
1326	85785	43506
1327	85859	43446
1328	85936	43388
1329	85983	43314
1330	86043	43247
1331	86127	43193
1332	86230	43147
1333	86299	43085
1334	86366	43021
1335	86430	42956
1336	86489	42889
1337	86571	42832
1338	86630	42765
1339	86690	42698
1340	86761	42636
1341	86821	42569
1342	86884	42503
1343	86926	42428
1344	87022	42379
1345	87120	42330
1346	87197	42271
1347	87259	42205
1348	87327	42142
1349	87392	42077
1350	87453	42011
1351	87517	41946
1352	87575	41878
1353	87664	41825
1354	87754	41772
1355	87856	41725
1356	87952	41675
1357	88012	41608
1358	88100	41554
1359	88175	41494
1360	88263	41440
1361	88325	41374
1362	88408	41317
1363	88480	41256
1364	88541	41189
1365	88601	41122
1366	88650	41050
1367	88698	40977
1368	88789	40924
1369	88860	40862
1370	88928	40799
1371	88980	40728
1372	89040	40661
1373	89135	40610
1374	89202	40546
1375	89260	40478
1376	89323	40413
1377	89395	40351
1378	89463	40287
1379	89534	40225
1380	89590	40156
1381	89676	40101
1382	89748	40039
1383	89865	39998
1384	89944	39939
1385	90011	39875
1386	90070	39807
1387	90149	39748
1388	90198	39677
1389	90247	39605
1390	90297	39533
1391	90358	39467
1392	90416	39399
1393	90474	39330
1394	90528	39261
1395	90558	39181
1396	90640	39123
1397	90708	39060
1398	90781	38999
1399	90872	38945
1400	90941	38882
1401	90998	38813
1402	91050	38743
1403	91105	38674
1404	91158	38604
1405	91181	38522
1406	91206	38440
1407	91264	38372
1408	91340	38312
1409	91416	38252
1410	91479	38186
1411	91554	38126
1412	91635	38068
1413	91692	37999
1414	91744	37929
1415	91773	37850
1416	91817	37776
1417	91865	37705
1418	91916	37634
1419	91994	37575
1420	92041	37503
1421	92081	37428
1422	92131	37357
1423	92176	37285
1424	92216	37210
1425	92259	37136
1426	92324	37072
1427	92379	37003
1428	92463	36946
1429	92547	36889
1430	92634	36833
1431	92688	36764
1432	92730	36691
1433	92781	36620
1434	92828	36549
1435	92899	36486
1436	92948	36416
1437	92993	36343
1438	93083	36288
1439	93134	36218
1440	93200	36154
1441	93281	36096
1442	93322	36022
1443	93387	35958
1444	93461	35896
1445	93515	35828
1446	93586	35765
1447	93674	35710
1448	93736	35644
1449	93804	35581
1450	93875	35518
1451	93945	35455
1452	93994	35385
1453	94098	35335
1454	94199	35284
1455	94293	35230
1456	94413	35186
1457	94517	35136
1458	94605	35079
1459	94686	35021
1460	94804	34975
1461	94929	34933
1462	95019	34877
1463	95082	34811
1464	95145	34745
1465	95231	34688
1466	95329	34635
1467	95382	34566
1468	95447	34501
1469	95501	34432
1470	95553	34362
1471	95641	34306
1472	95782	34268
1473	95821	34194
1474	95866	34121
1475	95907	34048
1476	95966	33981
1477	96026	33914
1478	96075	33844
1479	96147	33781
1480	96195	33710
1481	96246	33640
1482	96317	33578
1483	96379	33512
1484	96454	33450
1485	96537	33391
1486	96625	33334
1487	96681	33266
1488	96738	33199
1489	96799	33132
1490	96867	33068
1491	96927	33002
1492	96982	32933
1493	97050	32869
1494	97083	32794
1495	97131	32723
1496	97185	32654
1497	97274	32597
1498	97338	32532
1499	97386	32462
1500	97492	32410
1501	97568	32349
1502	97611	32277
1503	97671	32210
1504	97759	32153
1505	97832	32091
1506	97898	32026
1507	97968	31963
1508	98043	31901
1509	98107	31836
1510	98169	31770
1511	98198	31693
1512	98243	31622
1513	98298	31554
1514	98363	31489
1515	98449	31431
1516	98517	31367
1517	98639	31320
1518	98694	31252
1519	98766	31189
1520	98811	31118
1521	98882	31055
1522	98944	30989
1523	99010	30924
1524	99079	30860
1525	99116	30787
1526	99178	30721
1527	99229	30652
1528	99281	30583
1529	99347	30518
1530	99399	30449
